Abelmoschus esculentus	(L.) Moench
Codiaeum variegatum	(L.) Rumph. ex A.Juss.
Coffea arabica	L.
Coffea liberica	W. Bull ex Hiern.
Coix lacryma-jobi	L.
Cojoba arborea	(L.) Britton & Rose
Cola acuminata	(P. Beauv.) Schott & Endl.
Colocasia esculenta	(L.) Schott
Colubrina arborescens	(Mill.) Sarg.
Colubrina elliptica	(Sw.) Briz. & Stern
Colubrina glandulosa	Perkins
Colubrina verrucosa	(Urb.) M.C. Johnst.
Columnea ambigua	(Urb.) B.D.Morley
Columnea ambigua	(Urb.) Morley
Columnea scandens	L.
Commelina benghalensis	L.
Commelina diffusa	Burm. f.
Commelina diffusa	Burm.f.
Commelina erecta	L.
Commelina rufipes	Seub.
Commelina rufipes	Seubert
Commelina virginica	L.
Comocladia dodonaea	(L.) Urb.
Comocladia glabra	(Schult.) Spreng.
Comparettia falcata	Poepp. & Endl.
Condylidium iresinoides	(Kunth) R.M. King & H. Rob.
Congea tomentosa	Roxb.
Conocarpus erectus	L.
Conostegia rufescens	Naud.
Consolea moniliformis	(L.) Britton
Consolea rubescens	(Salm-Dyck ex DC.) Lem.
Convolvulus nodiflorus	Desv.
Conyza canadensis	(L.) Cronquist
Conyza floribunda	Kunth
Conyza laevigata	(L.C. Rich) Pruski
Conyza primulifolia	(Lam.) Cuatrec. & Lourteig
Copaifera officinalis	(Jacq.) L.
Corchorus aestuans	L.
Corchorus hirsutus	L.
Corchorus hirtus	L.
Corchorus siliquosus	L.
Cordia alliodora	(Ruiz & Pav.) Oken
Cordia angustifolia	(West ex Willd.) Roem. & Schult.
Cordia bahamensis	Urb.
Cordia bellonis	Urb.
Cordia borinquensis	Urb.
Cordia collococca	L.
Cordia gerascanthus	L.
Cordia globosa	(Jacq.) Kunth
Cordia laevigata	Lam.
Cordia lima	(Desv.) Roem. & Schult.
Cordia obliqua	Willd.
Cordia polycephala	(Lam.) I.M. Johnst.
Cordia rickseckeri	Millsp.
Cordia rupicola	Urb.
Cordia sebestena	L.
Cordia sulcata	A.DC.
Cordia sulcata	DC.
Cordia wagneriorum	Howard
Cordyline fruticosa	(L.) A. Chev
Cordyline fruticosa	(L.) A.Chev.
Coriandrum sativum	L.
Cornutia obovata	Urb.
Cornutia pyramidata	L.
Coronopus didymus	(L.) Sm.
Corymbia citriodora	(Hook.) K.D. Hill & L.A.S. Johnson
Corymborkis forcipigera	(Rchb. f. & Warszewicz) L.O. Williams
Cosmos caudatus	Kunth
Cosmos sulphureus	Cav.
Costus guanaiensis	Rusby
Costus malortieanus	H. Wendl.
Costus scaber	Ruiz & Pav.
Costus speciosus	(J. Koenig) Sm.
Costus spicatus	(Jacq.) Sw.
Couroupita guianensis	Aubl.
Coursetia caribaea	(Jacq.) Lavin
Cranichis muscosa	Sw.
Cranichis ricartii	Ackerman
Craniolaria annua	L.
Crassocephalum crepidioides	(Benth.) S. Moore
Crescentia alata	Kunth
Crescentia cujete	L.
Crescentia linearifolia	Miers
Crescentia portoricensis	Britton
Crinum zeylanicum	(L.) L.
Critonia aromatisans	(DC.) R.M.King & H.Rob.
Critonia portoricensis	(Urb.) Britton & P. Wilson
Crocosmia ×crocosmiiflora	(V. Lemoine) N.E. Br.
Crossopetalum rhacoma	Crantz
Crotalaria berteriana	DC.
Crotalaria brevidens	Benth.
Crotalaria incana	L.
Crotalaria juncea	L.
Crotalaria lotifolia	L.
Crotalaria micans	Link
Crotalaria pallida	Aiton
Crotalaria retusa	L.
Crotalaria rotundifolia	Walter ex J.F. Gmel.
Crotalaria sagittalis	L.
Crotalaria saltiana	Andrews
Crotalaria spectabilis	Roth
Crotalaria stipularia	Desv.
Crotalaria trichotoma	Bojer
Crotalaria verrucosa	L.
Croton astroites	Dryand.
Croton betulinus	Vahl
Croton discolor	Willd.
Croton flavens	L.
Croton glandulosus	L.
Croton humilis	L.
Croton impressus	Urb.
Croton lobatus	L.
Croton lucidus	L.
Croton nummulariifolius	A. Rich.
Croton ovalifolius	Vahl
Croton poecilanthus	Urb.
Croton stenophyllus	Griseb.
Cryptostegia grandiflora	(Roxb. ex R. Br.) R. Br.
Cryptostegia madagascariensis	Bojer ex Decne.
Ctenitis hirta	(Sw.) Ching
Ctenitis nemorosa	(Humb. & Bonpl. ex Willd.) Ching
Cucumis anguria	L.
Cucumis melo	L.
Cucumis sativus	L.
Cucurbita maxima	Duchesne
Cucurbita moschata	Duchesne
Cucurbita pepo	L.
Cupania americana	L.
Cupania triquetra	A. Rich.
Cuphea hyssopifolia	Kunth
Cuphea micrantha	Kunth
Cuphea parsonsia	(L.) R. Br. ex Steud.
Cuphea strigulosa	Kunth
Curculigo capitulata	(Lour.) Kuntze
Curculigo scorzonerifolia	(Lam.) Baker
Curcuma longa	L.
Cuscuta americana	L.
Cuscuta boldinghii	Urb.
Cuscuta globulosa	Benth.
Cuscuta indecora	Choisy
Cuscuta obtusiflora	Kunth
Cuscuta pentagona	Engelm.
Cuscuta umbellata	Kunth
Cyanthillium cinereum	(L.) H. Rob.
Cyanthillium cinereum	(L.) H.Rob.
Cyathea andina	(Karst.) Domin
Cyathea arborea	(L.) Sm.
Cyathea armata	(Sw.) Domin
Cyathea borinquena	(Maxon) Domin
Cyathea furfuracea	Baker
Cyathea horrida	(L.) Sm.
Cyathea parvula	(Jenman) Domin
Cyathea pungens	(Willd.) Domin
Cyathea tenera	(J. Sm. ex Hook.) T. Moore
Cyathula prostrata	(L.) Blume
Cybianthus sintenisii	(Urb.) G. Agostini
Cycas circinalis	L.
Cycas revoluta	Thunb.
Cyclopeltis semicordata	(Sw.) J. Sm.
Cyclopogon cranichoides	(Griseb.) Schltr.
Cyclopogon elatus	(Sw.) Schltr.
Cyclopogon miradorense	Schltr.
Cyclospermum leptophyllum	(Pers.) Sprague
Cyclospermum leptophyllum	(Pers.) Sprague ex Britton & P. Wilson
Cydista aequinoctialis	(L.) Miers
Cymbocarpa refracta	Miers
Cymbopogon citratus	(DC. ex Nees) Stapf
Cymbopogon nardus	(L.) Rendle
Cymodocea filiformis	(Kütz.) Correll
Cynanchum anegadense	(Britton) Alain
Cynanchum cheesmanii	Woodson
Cynanchum cubense	(A. Rich.) Woodson
Cynanchum ephedroides	(Griseb.) Alain
Cynanchum grisebachianum	(Schltr.) Alain
Cynanchum lineare	(Bello) Alain, nom. inq.
Cynanchum monense	(Britton) Alain
Cynanchum parviflorum	Sw.
Cynodon dactylon	(L.) Pers.
Cynodon nlemfuensis	Vanderyst
Cynoglossum amabile	Stapf & J.R. Drumm.
Cynoglossum furcatum	Wall. ex Roxb.
Cynometra portoricensis	Krug & Urb.
Cyperus aggregatus	(Willd.) Endl.
Cyperus articulatus	L.
Cyperus calcicola	Britton
Cyperus compressus	L.
Cyperus confertus	Sw.
Cyperus croceus	Vahl
Cyperus difformis	L.
Cyperus digitatus	Roxb.
Cyperus distans	L. f.
Cyperus elegans	L.
Cyperus entrerianus	Boeckeler
Cyperus esculentus	L.
Cyperus filiformis	Sw.
Cyperus flavescens	L.
Cyperus flexuosus	Vahl
Cyperus floridanus	Britton
Cyperus fuligineus	Chapm.
Cyperus giganteus	Vahl
Cyperus haspan	L.
Cyperus imbricatus	Retz.
Cyperus involucratus	Rottb.
Cyperus iria	L.
Cyperus laevigatus	L.
Cyperus ligularis	L.
Cyperus mutisii	(Kunth) Griseb.
Cyperus nanus	Willd.
Cyperus ochraceus	Vahl
Cyperus odoratus	L.
Cyperus papyrus	L.
Cyperus planifolius	Rich.
Cyperus polystachyos	Rottb.
Cyperus pulguerensis	M.T. Strong
Cyperus rotundus	L.
Cyperus sphacelatus	Rottb.
Cyperus surinamensis	Rottb.
Cyperus swartzii	(A. Dietr.) Boeckeler ex Kük.
Cyperus tenuis	Sw.
Cyperus unioloides	R. Br.
Cyperus urbanii	Boeckeler
Cyperus virens	Michx.
Cypselea humifusa	Turp.
Cyrilla racemiflora	L.
Cyrtopodium punctatum	(L.) Lindl.
Dacryodes excelsa	Vahl
Dactylis glomerata	L.
Dactyloctenium aegyptium	(L.) Willd.
Dalbergia ecastaphyllum	(L.) Taubert
Dalbergia monetaria	L. f.
Dalbergia monetaria	L.f.
Dalbergia sissoo	DC.
Dalbergia sissoo	Roxb. ex DC.
Dalea carthagenensis	(Jacq.) J.F. Macbr.
Dalechampia scandens	L.
Danaea elliptica	Sm.
Danaea geniculata	Raddi
Danaea grandifolia	Underw.
Danaea jamaicensis	Underw.
Danaea jenmanii	Underw.
Danaea nodosa	(L.) Sm.
Danaea urbanii	Maxon
Daphnopsis americana	(Mill.) J.R. Johnst.
Daphnopsis helleriana	Urb.
Daphnopsis philippiana	Krug & Urb.
Datura inoxia	Mill.
Datura stramonium	L.
Datura wrightii	Regel
Daucus carota	L.
Delonix regia	(Bojer ex Hook.) Raf.
Dendropanax arboreus	(L.) Decne. & Planch.
Dendropanax arboreus	(L.) Decne. & Planch. ex Britton
Dendropanax laurifolius	(Marchal ex Urb.) R.C. Schneid.
Dendropemon bicolor	Krug & Urb.
Dendropemon caribaeus	Krug & Urb.
Dendropemon purpureus	(L.) Krug & Urb.
Dendropemon sintenisii	Krug & Urb.
Dendrophthora domingensis	(Spreng.) Eichl.
Dendrophthora flagelliformis	(Lam.) Krug & Urb.
Dendrophthora serpyllifolia	(Griseb.) Krug & Urb.
Dennstaedtia bipinnata	(Cav.) Maxon
Dennstaedtia cicutaria	(Sw.) T. Moore
Dennstaedtia dissecta	(Sw.) T. Moore
Dennstaedtia globulifera	(Poir.) Hieron.
Dennstaedtia obtusifolia	(Willd.) T. Moore
Desmanthus leptophyllus	Kunth
Desmanthus pernambucanus	(L.) Thell.
Desmanthus virgatus	(L.) Willd.
Desmodium adscendens	(Sw.) DC.
Desmodium affine	Schltdl.
Desmodium axillare	(Sw.) DC.
Desmodium barbatum	(L.) Benth.
Desmodium cubense	Griseb.
Desmodium glabrum	(Mill.) DC.
Desmodium incanum	DC.
Desmodium intortum	(Mill.) Urb.
Desmodium procumbens	(Mill.) Hitchc.
Desmodium scorpiurus	(Sw.) Desv.
Desmodium tortuosum	(Sw.) DC.
Desmodium triflorum	(L.) DC.
Desmodium wydlerianum	Urb.
Dichaea hystricina	Rchb. f.
Dichaea hystricina	Rchb.f.
Dichaea latifolia	Lindl.
Dichaea pendula	(Aubl.) Cogn.
Dichanthelium aciculare	(Desv. ex Poir.) Gould & C.A. Clark
Dichanthelium acuminatum	(Sw.) Gould & C.A. Clark
Dichanthelium dichotomum	(L.) Gould
Dichanthelium leucothrix	(Nash) Freckmann
Dichanthelium ovale	(Elliott) Gould & C.A. Clark
Dichanthelium sabulorum	(Lam.) Gould & C.A. Clark
Dichanthelium scoparium	(Lam.) Gould
Dichanthelium strigosum	(Muhl. ex Elliott) Freckmann
Dichanthium annulatum	(Forssk.) Stapf
Dichanthium aristatum	(Poir.) C.E. Hubbard
Dichondra micrantha	Urb.
Dicliptera krugii	Urb.
Dicliptera martinicensis	(Jacq.) Juss.
Dicliptera sexangularis	(L.) Juss.
Dicranopteris flexuosa	(Schrad.) Underw.
Dicranopteris pectinata	(Willd.) Underw.
Dicranopteris rubiginosa	(Mett.) Maxon
Didymoglossum angustifrons	Fée
Didymoglossum krausii	(Hook. & Grev.) C. Presl
Didymoglossum punctatum	(Poir.) Desv.
Diectomis fastigiata	(Sw.) P. Beauv.
Dieffenbachia seguine	(Jacq.) Schott
Digitaria argillacea	(Hitchc. & Chase) Fernald
Digitaria bicornis	(Lam.) Roem. & Schult.
Digitaria ciliaris	(Retz.) Koeler
Digitaria dolichophylla	Henr.
Digitaria eriantha	Steud.
Digitaria horizontalis	Willd.
Digitaria insularis	(L.) Mez ex Ekman
Digitaria ischaemum	(Schreb.) Schreb. ex Muhl.
Digitaria longiflora	(Retz.) Pers.
Digitaria nuda	Schumach.
Digitaria panicea	(Sw.) Urb.
Digitaria sanguinalis	(L.) Scop.
Digitaria setigera	Roth
Digitaria setigera	Roth ex Roem. & Schult.
Digitaria similis	Beetle ex Gould
Digitaria villosa	(Walter) Pers.
Digitaria violascens	Link
Dillenia indica	L.
Dilomilis montana	(Sw.) Summerhayes
Dioclea hexandra	(Ralph) Mabberley
Diodia apiculata	(Willd. ex Roem. & Schult.) K. Schum.
Diodia ocymifolia	(Willd. ex Roem. & Schult.) Bremek.
Diodia sarmentosa	Sw.
Diodia serrulata	(P. Beauv.) G. Taylor
Dioscorea alata	L.
Dioscorea altissima	Lam.
Dioscorea bulbifera	L.
Dioscorea cayenensis	Lam.
Dioscorea esculenta	(Lour.) Burkill
Dioscorea pilosiuscula	Bertero ex Spreng.
Dioscorea polygonoides	Humb. & Bonpl. ex Willd.
Dioscorea rotundata	Poir.
Dioscorea trifida	L. f.
Dioscorea villosa	L.
Diospyros revoluta	Poir.
Diospyros sintenisii	(Krug & Urb.) Standl.
Diplazium centripetale	(Baker) Maxon
Diplazium cristatum	(Desr.) Alston
Diplazium expansum	Willd.
Diplazium grandifolium	(Sw.) Sw.
Diplazium hymenodes	(Mett.) Á. Löve & D. Löve
Diplazium lherminieri	Hieron.
Diplazium plantaginifolium	(L.) Urb.
Diplazium riedelianum	(Bong. ex Kunze) C. Presl
Diplazium striatum	(L.) C. Presl
Diplazium unilobum	(Poir.) Hieron.
Dissotis rotundifolia	(Sm.) Triana
Distictis lactiflora	(Vahl) DC.
Ditta myricoides	Griseb.
Dodonaea viscosa	(L.) Jacq.
Dolichandra unguis-cati	(L.) L.G.Lohmann
Doliocarpus major	J.F. Gmel.
Doliocarpus olivaceus	Sprague & R.O. Williams ex Standl.
Domingoa haematochila	(Rchb. f.) Carabia
Dorstenia contrajerva	L.
Doryopteris pedata	(L.) Fée
Dovyalis hebecarpa	(G. Gardn.) Warb.
Doyerea emetocathartica	Gros.
Dracaena fragrans	(L.) Ker Gawl.
Dracontium asperum	K. Koch
Dracontium polyphyllum	L.
Dracunculus vulgaris	Schott
Drosera capillaris	Poir.
Drymaria cordata	(L.) Willd. ex Schult.
Drypetes alba	Poit.
Drypetes glauca	Vahl
Drypetes ilicifolia	(DC.) Krug & Urb.
Drypetes lateriflora	(Sw.) Krug & Urb.
Duranta erecta	L.
Dypsis lutescens	(H. Wendl.) Beentje & Dransf.
Dysphania ambrosioides	(L.) Mosyakin & Clemants
Echinochloa colona	(L.) Link
Echinochloa crus-galli	(L.) P. Beauv.
Echinochloa crus-pavonis	(Kunth) Schult.
Echinochloa polystachya	(Kunth) Hitchc.
Echinochloa stagnina	(Retz.) P. Beauv.
Echinodorus berteroi	(Spreng.) Fassett
Echinodorus bolivianus	(Rusby) Holm-Niesen
Echinodorus tenellus	(Mart. ex Schult. f.) Buchenau
Eclipta prostrata	(L.) L.
Egeria densa	Planch.
Eichhornia azurea	(Sw.) Kunth
Eichhornia crassipes	(Mart.) Solms
Eichhornia diversifolia	(Vahl) Urb.
Elaphoglossum apodum	(Kaulf.) Schott ex J. Sm.
Elaphoglossum chartaceum	(Baker ex Jenman) C. Chr.
Elaphoglossum crinitum	(L.) Christ
Elaphoglossum decoratum	(Kunze) T. Moore
Elaphoglossum eggersii	(Baker) Christ
Elaphoglossum erinaceum	(Fée) T. Moore
Elaphoglossum glabellum	J. Sm.
Elaphoglossum herminieri	(Bory ex Fée) T. Moore
Elaphoglossum herminieri	(Bory & Fée) T. Moore
Elaphoglossum latifolium	(Sw.) J. Sm.
Elaphoglossum longifolium	(C. Presl) J. Sm.
Elaphoglossum martinicense	(Desv.) T. Moore
Elaphoglossum maxonii	Underw. ex Maxon
Elaphoglossum maxonii	Underw. ex Morton
Elaphoglossum peltatum	(Sw.) Urb.
Elaphoglossum petiolatum	(Sw.) Urb.
Elaphoglossum piloselloides	(C. Presl) T. Moore
Elaphoglossum rigidum	(Aubl.) Urb.
Elaphoglossum serpens	Maxon & Morton ex Maxon
Elaphoglossum simplex	(Sw.) Schott ex J. Sm.
Elaphoglossum smithii	(Baker) Christ
Elaphoglossum spathulatum	(Bory) T. Moore
Eleocharis cellulosa	Torr.
Eleocharis debilis	Kunth
Eleocharis elegans	(Kunth) Roem. & Schult.
Eleocharis fallax	Weath.
Eleocharis flavescens	(Poir.) Urb.
Eleocharis geniculata	(L.) Roem. & Schult.
Eleocharis interstincta	(Vahl) Roem. & Schult.
Eleocharis microcarpa	Torr.
Eleocharis montana	(Kunth) Roem. & Schult.
Eleocharis mutata	(L.) Roem. & Schult.
Eleocharis oligantha	Clarke
Eleocharis olivacea	Torr.
Eleocharis pachycarpa	Desv.
Eleocharis pachystyla	(C. Wright) C.B. Clarke
Eleocharis radicans	(A. Dietr.) Kunth
Eleocharis retroflexa	(Poir.) Urb.
Eleocharis rostellata	(Torr.) Torr.
Elephantopus mollis	Kunth
Eleusine indica	(L.) Gaertn.
Eleutheranthera ruderalis	(Sw.) Sch. Bip.
Eleutherine bulbosa	(Mill.) Urb.
Elleanthus cordidactylus	Ackerman
Elodea canadensis	Michx.
Eltroplectris calcarata	(Sw.) Garay & H.R. Sweet
Emilia coccinea	(Sims) G. Don
Emilia fosbergii	Nicolson
Emilia sonchifolia	(L.) DC.
Encyclia gravida	(Lindl.) Schltr.
Encyclia isochila	(Rchb. f.) D. Dod
Enicostema verticillatum	(L.) Engl. ex Gilg
Entada polystachya	(L.) DC.
Enterolobium cyclocarpum	(Jacq.) Griseb.
Enterosora trifurcata	(L.) Bishop
Enydra sessilis	(Sw.) DC.
Epidendrum anceps	Jacq.
Epidendrum angustilobum	Fawc. & Rendle
Epidendrum antillanum	Ackerman & Hágsater
Epidendrum boricuarum	Hágsater & L.Sánchez
Epidendrum boricuarum	Hágsater & Sánchez
Epidendrum carpophorum	B. Rodrigues
Epidendrum ciliare	L.
Epidendrum jamaicense	Lindl.
Epidendrum miserrimum	Rchb. f.
Epidendrum mutelianum	Cogn.
Epidendrum nocturnum	Jacq.
Epidendrum portoricense	Hágsater & Ackerman
Epidendrum radicans	Pav. ex Lindl.
Epidendrum ramosum	Jacq.
Epidendrum rigidum	Jacq.
Epidendrum secundum	Jacq.
Epidendrum tridens	Poepp. & Endl.
Epidendrum vicentinum	Lindl.
Epiphyllum hookeri	(Link & Otto) Haw.
Epiphyllum oxypetalum	(DC.) Haw.
Epipremnum pinnatum	(L.) Engl.
Episcia cupreata	(Hook.) Hanst.
Eragrostis amabilis	(L.) Wight & Arn. ex Nees
Eragrostis barrelieri	Daveau
Eragrostis ciliaris	(L.) R. Br.
Eragrostis curvula	(Schrad.) Nees
Eragrostis elliottii	S. Watson
Eragrostis glutinosa	(Sw.) Trin.
Eragrostis hypnoides	(Lam.) Britton, Sterns & Poggenb.
Eragrostis pectinacea	(Michx.) Nees ex Steud.
Eragrostis pilosa	(L.) P. Beauv.
Eragrostis urbaniana	Hitchc.
Erechtites hieraciifolius	(L.) Raf. ex DC.
Erechtites valerianifolius	(Link ex Spreng.) DC.
Eremochloa ophiuroides	(Munro) Hack.
Erigeron bellioides	DC.
Erigeron cuneifolius	DC.
Erigeron jamaicensis	L.
Eriobotrya japonica	(Thunb.) Lindl.
Eriochloa polystachya	Kunth
Eriochloa punctata	(L.) Desv. ex Ham.
Eriochrysis cayennensis	P. Beauv.
Eriosema crinitum	(Kunth) G. Don
Eriosorus hispidulus	(Kunze) Vareschi
Erithalis fruticosa	L.
Erithalis odorifer	Jacq.
Ernodea littoralis	Sw.
Erpodium domingense	(Spreng.) Brid. ex Müll. Hal.
Eryngium foetidum	L.
Erythrina berteriana	Urb.
Erythrina corallodendron	L.
Erythrina crista-galli	L.
Erythrina eggersii	Krukoff & Moldenke
Erythrina fusca	Lour.
Erythrina poeppigiana	(Walp.) O.F. Cook
Erythrina variegata	L.
Erythrodes hirtella	(Sw.) Fawc. & Rendle
Erythrodes plantaginea	(L.) Fawc. & Rendle
Erythroxylum areolatum	L.
Erythroxylum brevipes	DC.
Erythroxylum rotundifolium	Lunan
Erythroxylum rufum	Cav.
Erythroxylum urbanii	O.E. Schulz
Etlingera elatior	(Jack) R.M. Sm.
Etlingera elatior	(Jack) R.M.Sm.
Eubrachion ambiguum	(Hook. & Arn.) Engl.
Eucalyptus camaldulensis	Dehnh.
Eucalyptus deglupta	Blume
Eucalyptus resinifera	Sm.
Eucalyptus robusta	Sm.
Eucharis amazonica	Linden ex Planch.
Euclasta condylotricha	(Hochst. ex Steud.) Stapf
Eugenia axillaris	(Sw.) Willd.
Eugenia bellonis	Krug & Urb.
Eugenia biflora	(L.) DC.
Eugenia boqueronensis	Britton
Eugenia borinquensis	Britton
Eugenia cacuminis	Alain
Eugenia confusa	DC.
Eugenia cordata	(Sw.) DC.
Eugenia corozalensis	Britton
Eugenia domingensis	Berg
Eugenia domingensis	O.Berg
Eugenia eggersii	Kiaersk.
Eugenia fajardensis	(Krug & Urb.) Urb.
Eugenia foetida	Pers.
Eugenia glabrata	(Sw.) DC.
Eugenia haematocarpa	Alain
Eugenia laevis	Berg
Eugenia ligustrina	(Sw.) Willd.
Eugenia monticola	(Sw.) DC.
Eugenia padronii	Alain
Eugenia procera	(Sw.) Poir.
Eugenia pseudopsidium	Jacq.
Eugenia rhombea	(Berg) Krug & Urb.
Eugenia serrasuela	Krug & Urb.
Eugenia sessiliflora	Vahl
Eugenia stahlii	(Kiaersk.) Krug & Urb.
Eugenia stewardsonii	Britton
Eugenia underwoodii	Britton
Eugenia uniflora	L.
Eugenia woodburyana	Alain
Eugenia xerophytica	Britton
Eulophia alta	(L.) Fawc. & Rendle
Eupatorium ×pinnatifidum	Elliott
Eupatorium triplinerve	Vahl
Euphorbia cotinifolia	L.
Euphorbia cyathophora	Murray
Euphorbia heterophylla	L.
Euphorbia hyssopifolia	L.
Euphorbia lactea	Haw.
Euphorbia lasiocarpa	Klotzsch
Euphorbia leucocephala	Lotsy
Euphorbia milii	Des Moul.
Euphorbia neriifolia	L.
Euphorbia oerstediana	(Klotzsch & Garcke) Boiss.
Euphorbia petiolaris	Sims
Euphorbia pulcherrima	Willd. ex Klotzsch
Euphorbia tirucalli	L.
Eurystyles ananassocomos	(Rchb. f.) Schltr.
Eustachys petraea	(Sw.) Desv.
Evolvulus alsinoides	(L.) L.
Evolvulus convolvuloides	(Willd. ex Schult.) Stearn
Evolvulus grisebachii	Peter
Evolvulus nummularius	(L.) L.
Evolvulus sericeus	Sw.
Exostema caribaeum	(Jacq.) Schult.
Exostema ellipticum	Griseb.
Exothea paniculata	(Juss.) Radlk.
Fadyenia hookeri	(Sweet) Maxon
Faramea occidentalis	(L.) A. Rich.
Faramea occidentalis	(L.) A.Rich.
Fatoua villosa	(Thunb.) Nakai
Fevillea cordifolia	L.
Ficus americana	Aubl.
Ficus benjamina	L.
Ficus carica	L.
Ficus citrifolia	Mill.
Ficus drupacea	Thunb.
Ficus elastica	Roxb. ex Hornem.
Ficus lutea	Vahl
Ficus lyrata	Warb.
Ficus microcarpa	L. f.
Ficus pumila	L.
Ficus religiosa	L.
Ficus stahlii	Warb.
Ficus thonningii	Blume
Ficus trigonata	L.
Fimbristylis complanata	(Retz.) Link
Fimbristylis cymosa	R. Br.
Fimbristylis dichotoma	(L.) Vahl
Fimbristylis ferruginea	(L.) Vahl
Fimbristylis littoralis	Gaudich.
Fimbristylis quinquangularis	(Vahl) Kunth
Fimbristylis spadicea	(L.) Vahl
Fioria vitifolia	(L.) Mattei
Flacourtia indica	(Burm. f.) Merr.
Flacourtia inermis	Roxb.
Flaveria bidentis	(L.) Kuntze
Flaveria trinervia	(Spreng.) C. Mohr
Fleischmannia microstemon	(Cass.) R.M. King & H. Rob.
Fleischmannia microstemon	(Cass.) R.M.King & H.Rob.
Flemingia strobilifera	(L.) W.T. Aiton
Flueggea acidoton	(L.) G.L. Webster
Flueggea virosa	(Roxb. ex Willd.) Voigt
Foeniculum vulgare	Mill.
Forchhammeria brevipes	Urb.
Forchhammeria polyandra	(Griseb.) Alain
Forestiera eggersiana	Krug & Urb.
Forestiera rhamnifolia	Griseb.
Forestiera segregata	(Jacq.) Krug & Urb.
Forsteronia corymbosa	(Jacq.) G. Mey.
Fortunella margarita	(Lour.) Swingle
Frangula sphaerosperma	(Sw.) Kartesz & Gandhi
Fraxinus uhdei	(Wenzig) Lingelsh.
Fuirena robusta	Kunth
Fuirena umbellata	Rottb.
Funtumia elastica	(Preuss) Stapf
Furcraea antillana	A. Álvarez
Furcraea tuberosa	(Mill.) W.T. Aiton
Galactia dubia	DC.
Galactia longifolia	(Jacq.) Benth. ex Hoehne
Galactia striata	(Jacq.) Urb.
Galeandra beyrichii	Rchb. f.
Galinsoga parviflora	Cav.
Galinsoga quadriradiata	Cav.
Galphimia gracilis	Bartlett
Gamochaeta americana	(Mill.) Weddell
Gamochaeta argyrinea	G.L. Nesom
Garcinia dulcis	(Roxb.) Kurz
Garcinia hessii	(Britton) Alain
Garcinia mangostana	L.
Garcinia portoricensis	(Urb.) Alain
Gardenia jasminoides	Ellis
Gaussia attenuata	(O.F. Cook) Becc.
Genipa americana	L.
Geophila repens	(L.) I.M. Johnst.
Gesneria citrina	Urb.
Gesneria cuneifolia	(DC.) Fritsch
Gesneria pauciflora	Urb.
Gesneria pedunculosa	(DC.) Fritsch
Gesneria reticulata	(Griseb.) Urb.
Gesneria viridiflora	(Decne.) Kuntze
Gibasis geniculata	(Jacq.) Rohw.
Ginoria rohrii	(Vahl) Koehne
Glandularia bipinnatifida	(Nutt.) Nutt.
Glandularia pulchella	(Sweet) Troncoso
Gleichenella pectinata	(Willd.) Ching
Gliricidia sepium	(Jacq.) Kunth ex Walp.
Gloxinia perennis	(L.) Fritsch
Glycine max	(L.) Merr.
Gmelina arborea	Roxb.
Gmelina asiatica	L.
Gnaphalium polycaulon	Pers.
Goetzea elegans	Wydler
Gomidesia lindeniana	Berg
Gomphrena globosa	L.
Gomphrena serrata	L.
Gonocalyx concolor	Nevl.
Gonocalyx portoricensis	(Urb.) A.C. Sm.
Gonolobus stephanotrichus	Griseb.
Gonzalagunia hirsuta	(Jacq.) K. Schum.
Gonzalagunia spicata	(Lam.) M.Gómez
Gossypium barbadense	L.
Gossypium hirsutum	L.
Gouania lupuloides	(L.) Urb.
Gouania polygama	(Jacq.) Urb.
Govenia floridana	P.M. Brown
Graffenrieda ottoschulzii	(Urb. & Ekman) Urb. & Ekman
Grammitis aspleniifolia	(L.) Proctor
Grammitis cultrata	(Willd.) Proctor
Grammitis hanekeana	Proctor
Grammitis hessii	(Maxon) Alain
Grammitis liogieri	Proctor
Grammitis mollissima	(Fée) Proctor
Grammitis sherringii	(Baker) Proctor
Grammitis taxifolia	(L.) Proctor
Grammitis trichomanoides	(Sw.) Ching
Graptophyllum pictum	(L.) Griff.
Grevillea robusta	A. Cunn. ex R. Br.
Guaiacum officinale	L.
Guaiacum sanctum	L.
Guapira discolor	(Spreng.) Little
Guapira fragrans	(Dum. Cours.) Little
Guapira obtusata	(Jacq.) Little
Guarea glabra	Vahl
Guarea guidonia	(L.) Sleumer
Guatteria blainii	(Griseb.) Urb.
Guatteria caribaea	Urb.
Guazuma ulmifolia	Lam.
Guettarda elliptica	Sw.
Guettarda krugii	Urb.
Guettarda odorata	(Jacq.) Lam.
Guettarda ovalifolia	Urb.
Guettarda pungens	Urb.
Guettarda scabra	(L.) Vent.
Guettarda valenzuelana	A. Rich.
Guettarda valenzuelana	A.Rich.
Gundlachia corymbosa	(Urb.) Britton ex Boldingh
Guzmania berteroniana	(Schult. & Schult. f.) Mez
Guzmania lingulata	(L.) Mez
Guzmania monostachia	(L.) Rusby ex Mez
Gyminda latifolia	(Sw.) Urb.
Gymnanthes lucida	Sw.
Gymnopogon foliosus	(Willd.) Nees
Gymnosiphon niveus	(Griseb.) Urb.
Gymnosiphon sphaerocarpus	Urb.
Gynerium sagittatum	(Aubl.) P. Beauv.
Habenaria alata	Hook.
